上线机场,下线机场,出发日期,出发时刻,出发类型,出发航班,到达日期,到达时刻,到达类型,到达航班,区域,机体类别,登机口,终端厅,飞机型号,飞机转场记录
LNR,PLK,2018/1/21,17:35:00,I,NV638,2018/1/21,15:35:00,I,NV669,East,W,S37,S,319,PK574
LJY,ILH,2018/1/21,16:15:00,I,NV616,2018/1/21,14:55:00,I,NV337,East,W,S37,S,323,PK561
UTB,JDO,2018/1/21,14:45:00,I,GN938,2018/1/21,13:40:00,I,GN913,East,W,S37,S,73H,PK541
ILH,ILH,2018/1/21,13:15:00,I,NV610,2018/1/21,12:00:00,I,NV835,East,W,S37,S,325,PK527
NOM,ILH,2018/1/21,11:25:00,I,NV618,2018/1/21,10:20:00,I,NV323,East,W,S37,S,325,PK511
DFC,PLB,2018/1/20,10:20:00,I,NV3196,2018/1/20,8:35:00,I,NV6135,East,W,S37,S,320,PK475
LVM,CLL,2018/1/20,8:35:00,I,GN940,2018/1/20,7:20:00,I,GN973,East,W,S37,S,73H,PK470
ILU,LVM,2018/1/20,9:20:00,I,GN996,2018/1/20,6:30:00,I,GN943,East,W,S37,S,73H,PK465
QOI,ILH,2018/1/20,9:25:00,I,NV812,2018/1/20,5:20:00,I,NV871,East,W,S37,S,325,PK455
SFQ,JDO,2018/1/20,9:15:00,I,NV6152,2018/1/20,4:25:00,I,NV625,East,W,S37,S,325,PK450
CLL,LVM,2018/1/21,9:20:00,I,GN996,2018/1/20,22:10:00,I,GN945,East,W,S37,S,73H,PK421
LVM,CLL,2018/1/20,22:30:00,I,GN952,2018/1/20,21:30:00,I,GN997,East,W,S37,S,73H,PK409
DOY,DFC,2018/1/21,0:15:00,I,NV6134,2018/1/20,20:25:00,I,NV317,East,W,S37,S,320,PK391
ILH,NOM,2018/1/21,1:50:00,I,NV322,2018/1/20,20:10:00,I,NV621,East,W,S37,S,325,PK386
LJY,DSL,2018/1/20,23:10:00,I,NV6156,2018/1/20,19:20:00,I,NV337,East,W,S37,S,320,PK371
CLL,ILU,2018/1/20,20:00:00,I,GN968,2018/1/20,18:50:00,I,GN951,East,W,S37,S,73H,PK361
QVT,CLJ,2018/1/20,19:45:00,I,GN978,2018/1/20,18:40:00,I,GN941,East,W,S37,S,73H,PK358
ILH,SFQ,2018/1/20,18:40:00,I,NV624,2018/1/20,17:30:00,I,NV619,East,W,S37,S,325,PK344
JDO,JDO,2018/1/21,9:15:00,I,NV6152,2018/1/20,17:30:00,I,NV6145,East,W,S37,S,325,PK343
LJK,PLK,2018/1/20,17:35:00,I,NV638,2018/1/20,16:40:00,I,NV307,East,W,S37,S,319,PK334
ILH,JDO,2018/1/20,17:30:00,I,NV6162,2018/1/20,15:55:00,I,NV813,East,W,S37,S,325,PK324
CLL,CLL,2018/1/20,18:30:00,I,GN964,2018/1/20,15:40:00,I,GN965,East,W,S37,S,73H,PK318
UTB,LCW,2018/1/20,17:00:00,I,GN980,2018/1/20,15:25:00,I,GN931,East,W,S37,S,73H,PK314
ILH,ILH,2018/1/20,16:15:00,I,NV616,2018/1/20,14:50:00,I,NV613,East,W,S37,S,320,PK303
CLL,ILU,2018/1/20,19:30:00,I,GN942,2018/1/20,14:50:00,I,GN953,East,W,S37,S,73H,PK302
JDO,UQF,2018/1/20,15:45:00,I,NV6116,2018/1/20,14:00:00,I,NV6153,East,W,S37,S,325,PK292
UTB,JDO,2018/1/20,14:45:00,I,GN938,2018/1/20,13:40:00,I,GN913,East,W,S37,S,73H,PK287
ILH,LJY,2018/1/20,18:10:00,I,NV830,2018/1/20,12:00:00,I,NV835,East,W,S37,S,325,PK275
LJY,ILH,2018/1/20,13:15:00,I,NV610,2018/1/20,11:25:00,I,NV841,East,W,S37,S,325,PK274
IOE,JDO,2018/1/20,12:15:00,I,NV6144,2018/1/20,10:20:00,I,NV687,East,W,S37,S,325,PK261
NOM,ILH,2018/1/20,12:15:00,I,NV614,2018/1/20,10:20:00,I,NV323,East,W,S37,S,325,PK260
DFC,DOY,2018/1/19,10:10:00,I,NV316,2018/1/19,8:35:00,I,NV6135,East,W,S37,S,320,PK228
LVM,CLL,2018/1/19,8:35:00,I,GN940,2018/1/19,7:20:00,I,GN973,East,W,S37,S,73H,PK222
ILU,UTB,2018/1/19,9:10:00,I,GN912,2018/1/19,7:15:00,I,GN969,East,W,S37,S,73H,PK221
ILU,LVM,2018/1/19,9:20:00,I,GN996,2018/1/19,6:30:00,I,GN943,East,W,S37,S,73H,PK218
CLJ,CLL,2018/1/19,12:00:00,I,GN944,2018/1/19,5:55:00,I,GN979,East,W,S37,S,73H,PK214
QOI,PLB,2018/1/19,10:20:00,I,NV3196,2018/1/19,5:20:00,I,NV871,East,W,S37,S,325,PK211
SFQ,JDO,2018/1/19,9:15:00,I,NV6152,2018/1/19,4:25:00,I,NV625,East,W,S37,S,325,PK206
LVM,CLL,2018/1/19,22:30:00,I,GN952,2018/1/19,21:30:00,I,GN997,East,W,S37,S,73H,PK166
DOY,DFC,2018/1/20,0:15:00,I,NV6134,2018/1/19,20:25:00,I,NV317,East,W,S37,S,320,PK149
ILH,NOM,2018/1/20,1:50:00,I,NV322,2018/1/19,20:10:00,I,NV621,East,W,S37,S,325,PK144
CLL,ILU,2018/1/19,20:00:00,I,GN968,2018/1/19,18:50:00,I,GN951,East,W,S37,S,73H,PK122
QVT,CLJ,2018/1/19,19:45:00,I,GN978,2018/1/19,18:40:00,I,GN941,East,W,S37,S,73H,PK118
ILH,SFQ,2018/1/19,18:40:00,I,NV624,2018/1/19,17:30:00,I,NV619,East,W,S37,S,325,PK101
JDO,QOI,2018/1/19,20:00:00,I,NV860,2018/1/19,17:30:00,I,NV6145,East,W,S37,S,325,PK100
PLB,JDO,2018/1/19,17:30:00,I,NV6162,2018/1/19,16:30:00,I,NV3197,East,W,S37,S,325,PK087
LNR,IJK,2018/1/19,17:40:00,I,NV304,2018/1/19,15:35:00,I,NV669,East,W,S37,S,319,PK075
ILH,ILH,2018/1/19,16:15:00,I,NV616,2018/1/19,14:50:00,I,NV613,East,W,S37,S,321,PK057
UTB,ILU,2018/1/19,19:30:00,I,GN942,2018/1/19,13:40:00,I,GN913,East,W,S37,S,73H,PK040
ILH,ILH,2018/1/19,13:15:00,I,NV610,2018/1/19,11:55:00,I,NV835,East,W,S37,S,325,PK026
LJY,PLB,2018/1/19,13:10:00,I,NV398,2018/1/19,11:25:00,I,NV841,East,W,S37,S,325,PK025
IOE,ILH,2018/1/19,11:25:00,I,NV618,2018/1/19,10:20:00,I,NV687,East,W,S37,S,325,PK011
LVM,ILH,2018/1/21,9:35:00,I,GN922,2018/1/21,7:20:00,I,GN973,East,W,S38,S,73H,PK726
ILU,ILU,2018/1/21,19:30:00,I,GN942,2018/1/21,7:15:00,I,GN969,East,W,S38,S,73H,PK725
DSL,DOY,2018/1/21,10:10:00,I,NV316,2018/1/21,7:00:00,I,NV6157,East,W,S38,S,320,PK723
CLJ,CLL,2018/1/21,8:35:00,I,GN940,2018/1/21,5:55:00,I,GN979,East,W,S38,S,73H,PK717
QOI,PLB,2018/1/21,10:20:00,I,NV3196,2018/1/21,5:20:00,I,NV871,East,W,S38,S,320,PK713
LCW,CLL,2018/1/21,12:00:00,I,GN944,2018/1/21,5:00:00,I,GN991,East,W,S38,S,73H,PK709
LVM,CLL,2018/1/21,22:30:00,I,GN952,2018/1/21,21:30:00,I,GN997,East,W,S38,S,73H,PK667
CLL,ILU,2018/1/21,20:00:00,I,GN968,2018/1/21,18:50:00,I,GN951,East,W,S38,S,73H,PK621
QVT,CLJ,2018/1/21,19:45:00,I,GN978,2018/1/21,18:40:00,I,GN941,East,W,S38,S,73H,PK617
ILH,ILH,2018/1/21,18:30:00,I,NV834,2018/1/21,17:30:00,I,NV619,East,W,S38,S,325,PK601
JDO,SFQ,2018/1/21,18:40:00,I,NV624,2018/1/21,17:30:00,I,NV6145,East,W,S38,S,325,PK600
ILH,CLL,2018/1/21,18:30:00,I,GN964,2018/1/21,15:55:00,I,GN923,East,W,S38,S,73H,PK579
LNR,PLK,2018/1/21,17:35:00,I,NV638,2018/1/21,15:35:00,I,NV669,East,W,S38,S,319,PK574
LJY,ILH,2018/1/21,16:15:00,I,NV616,2018/1/21,14:55:00,I,NV337,East,W,S38,S,323,PK561
UTB,JDO,2018/1/21,14:45:00,I,GN938,2018/1/21,13:40:00,I,GN913,East,W,S38,S,73H,PK541
ILH,ILH,2018/1/21,13:15:00,I,NV610,2018/1/21,12:00:00,I,NV835,East,W,S38,S,325,PK527
NOM,ILH,2018/1/21,11:25:00,I,NV618,2018/1/21,10:20:00,I,NV323,East,W,S38,S,325,PK511
DFC,PLB,2018/1/20,10:20:00,I,NV3196,2018/1/20,8:35:00,I,NV6135,East,W,S38,S,320,PK475
LVM,CLL,2018/1/20,8:35:00,I,GN940,2018/1/20,7:20:00,I,GN973,East,W,S38,S,73H,PK470
ILU,LVM,2018/1/20,9:20:00,I,GN996,2018/1/20,6:30:00,I,GN943,East,W,S38,S,73H,PK465
QOI,ILH,2018/1/20,9:25:00,I,NV812,2018/1/20,5:20:00,I,NV871,East,W,S38,S,325,PK455
SFQ,JDO,2018/1/20,9:15:00,I,NV6152,2018/1/20,4:25:00,I,NV625,East,W,S38,S,325,PK450
CLL,LVM,2018/1/21,9:20:00,I,GN996,2018/1/20,22:10:00,I,GN945,East,W,S38,S,73H,PK421
LVM,CLL,2018/1/20,22:30:00,I,GN952,2018/1/20,21:30:00,I,GN997,East,W,S38,S,73H,PK409
DOY,DFC,2018/1/21,0:15:00,I,NV6134,2018/1/20,20:25:00,I,NV317,East,W,S38,S,320,PK391
ILH,NOM,2018/1/21,1:50:00,I,NV322,2018/1/20,20:10:00,I,NV621,East,W,S38,S,325,PK386
LJY,DSL,2018/1/20,23:10:00,I,NV6156,2018/1/20,19:20:00,I,NV337,East,W,S38,S,320,PK371
CLL,ILU,2018/1/20,20:00:00,I,GN968,2018/1/20,18:50:00,I,GN951,East,W,S38,S,73H,PK361
QVT,CLJ,2018/1/20,19:45:00,I,GN978,2018/1/20,18:40:00,I,GN941,East,W,S38,S,73H,PK358
ILH,SFQ,2018/1/20,18:40:00,I,NV624,2018/1/20,17:30:00,I,NV619,East,W,S38,S,325,PK344
JDO,JDO,2018/1/21,9:15:00,I,NV6152,2018/1/20,17:30:00,I,NV6145,East,W,S38,S,325,PK343
LJK,PLK,2018/1/20,17:35:00,I,NV638,2018/1/20,16:40:00,I,NV307,East,W,S38,S,319,PK334
ILH,JDO,2018/1/20,17:30:00,I,NV6162,2018/1/20,15:55:00,I,NV813,East,W,S38,S,325,PK324
CLL,CLL,2018/1/20,18:30:00,I,GN964,2018/1/20,15:40:00,I,GN965,East,W,S38,S,73H,PK318
UTB,LCW,2018/1/20,17:00:00,I,GN980,2018/1/20,15:25:00,I,GN931,East,W,S38,S,73H,PK314
ILH,ILH,2018/1/20,16:15:00,I,NV616,2018/1/20,14:50:00,I,NV613,East,W,S38,S,320,PK303
CLL,ILU,2018/1/20,19:30:00,I,GN942,2018/1/20,14:50:00,I,GN953,East,W,S38,S,73H,PK302
JDO,UQF,2018/1/20,15:45:00,I,NV6116,2018/1/20,14:00:00,I,NV6153,East,W,S38,S,325,PK292
UTB,JDO,2018/1/20,14:45:00,I,GN938,2018/1/20,13:40:00,I,GN913,East,W,S38,S,73H,PK287
ILH,LJY,2018/1/20,18:10:00,I,NV830,2018/1/20,12:00:00,I,NV835,East,W,S38,S,325,PK275
LJY,ILH,2018/1/20,13:15:00,I,NV610,2018/1/20,11:25:00,I,NV841,East,W,S38,S,325,PK274
IOE,JDO,2018/1/20,12:15:00,I,NV6144,2018/1/20,10:20:00,I,NV687,East,W,S38,S,325,PK261
NOM,ILH,2018/1/20,12:15:00,I,NV614,2018/1/20,10:20:00,I,NV323,East,W,S38,S,325,PK260
DFC,DOY,2018/1/19,10:10:00,I,NV316,2018/1/19,8:35:00,I,NV6135,East,W,S38,S,320,PK228
LVM,CLL,2018/1/19,8:35:00,I,GN940,2018/1/19,7:20:00,I,GN973,East,W,S38,S,73H,PK222
ILU,UTB,2018/1/19,9:10:00,I,GN912,2018/1/19,7:15:00,I,GN969,East,W,S38,S,73H,PK221
ILU,LVM,2018/1/19,9:20:00,I,GN996,2018/1/19,6:30:00,I,GN943,East,W,S38,S,73H,PK218
CLJ,CLL,2018/1/19,12:00:00,I,GN944,2018/1/19,5:55:00,I,GN979,East,W,S38,S,73H,PK214
QOI,PLB,2018/1/19,10:20:00,I,NV3196,2018/1/19,5:20:00,I,NV871,East,W,S38,S,325,PK211
SFQ,JDO,2018/1/19,9:15:00,I,NV6152,2018/1/19,4:25:00,I,NV625,East,W,S38,S,325,PK206
LVM,CLL,2018/1/19,22:30:00,I,GN952,2018/1/19,21:30:00,I,GN997,East,W,S38,S,73H,PK166
DOY,DFC,2018/1/20,0:15:00,I,NV6134,2018/1/19,20:25:00,I,NV317,East,W,S38,S,320,PK149
ILH,NOM,2018/1/20,1:50:00,I,NV322,2018/1/19,20:10:00,I,NV621,East,W,S38,S,325,PK144
CLL,ILU,2018/1/19,20:00:00,I,GN968,2018/1/19,18:50:00,I,GN951,East,W,S38,S,73H,PK122
QVT,CLJ,2018/1/19,19:45:00,I,GN978,2018/1/19,18:40:00,I,GN941,East,W,S38,S,73H,PK118
ILH,SFQ,2018/1/19,18:40:00,I,NV624,2018/1/19,17:30:00,I,NV619,East,W,S38,S,325,PK101
JDO,QOI,2018/1/19,20:00:00,I,NV860,2018/1/19,17:30:00,I,NV6145,East,W,S38,S,325,PK100
PLB,JDO,2018/1/19,17:30:00,I,NV6162,2018/1/19,16:30:00,I,NV3197,East,W,S38,S,325,PK087
LNR,IJK,2018/1/19,17:40:00,I,NV304,2018/1/19,15:35:00,I,NV669,East,W,S38,S,319,PK075
ILH,ILH,2018/1/19,16:15:00,I,NV616,2018/1/19,14:50:00,I,NV613,East,W,S38,S,321,PK057
UTB,ILU,2018/1/19,19:30:00,I,GN942,2018/1/19,13:40:00,I,GN913,East,W,S38,S,73H,PK040
ILH,ILH,2018/1/19,13:15:00,I,NV610,2018/1/19,11:55:00,I,NV835,East,W,S38,S,325,PK026
LJY,PLB,2018/1/19,13:10:00,I,NV398,2018/1/19,11:25:00,I,NV841,East,W,S38,S,325,PK025
IOE,ILH,2018/1/19,11:25:00,I,NV618,2018/1/19,10:20:00,I,NV687,East,W,S38,S,325,PK011
LVM,ILH,2018/1/21,9:35:00,I,GN922,2018/1/21,7:20:00,I,GN973,East,W,S39,S,73H,PK726
ILU,ILU,2018/1/21,19:30:00,I,GN942,2018/1/21,7:15:00,I,GN969,East,W,S39,S,73H,PK725
DSL,DOY,2018/1/21,10:10:00,I,NV316,2018/1/21,7:00:00,I,NV6157,East,W,S39,S,320,PK723
CLJ,CLL,2018/1/21,8:35:00,I,GN940,2018/1/21,5:55:00,I,GN979,East,W,S39,S,73H,PK717
QOI,PLB,2018/1/21,10:20:00,I,NV3196,2018/1/21,5:20:00,I,NV871,East,W,S39,S,320,PK713
LCW,CLL,2018/1/21,12:00:00,I,GN944,2018/1/21,5:00:00,I,GN991,East,W,S39,S,73H,PK709
LVM,CLL,2018/1/21,22:30:00,I,GN952,2018/1/21,21:30:00,I,GN997,East,W,S39,S,73H,PK667
CLL,ILU,2018/1/21,20:00:00,I,GN968,2018/1/21,18:50:00,I,GN951,East,W,S39,S,73H,PK621
QVT,CLJ,2018/1/21,19:45:00,I,GN978,2018/1/21,18:40:00,I,GN941,East,W,S39,S,73H,PK617
ILH,ILH,2018/1/21,18:30:00,I,NV834,2018/1/21,17:30:00,I,NV619,East,W,S39,S,325,PK601
JDO,SFQ,2018/1/21,18:40:00,I,NV624,2018/1/21,17:30:00,I,NV6145,East,W,S39,S,325,PK600
ILH,CLL,2018/1/21,18:30:00,I,GN964,2018/1/21,15:55:00,I,GN923,East,W,S39,S,73H,PK579
LNR,PLK,2018/1/21,17:35:00,I,NV638,2018/1/21,15:35:00,I,NV669,East,W,S39,S,319,PK574
LJY,ILH,2018/1/21,16:15:00,I,NV616,2018/1/21,14:55:00,I,NV337,East,W,S39,S,323,PK561
UTB,JDO,2018/1/21,14:45:00,I,GN938,2018/1/21,13:40:00,I,GN913,East,W,S39,S,73H,PK541
ILH,ILH,2018/1/21,13:15:00,I,NV610,2018/1/21,12:00:00,I,NV835,East,W,S39,S,325,PK527
NOM,ILH,2018/1/21,11:25:00,I,NV618,2018/1/21,10:20:00,I,NV323,East,W,S39,S,325,PK511
DFC,PLB,2018/1/20,10:20:00,I,NV3196,2018/1/20,8:35:00,I,NV6135,East,W,S39,S,320,PK475
LVM,CLL,2018/1/20,8:35:00,I,GN940,2018/1/20,7:20:00,I,GN973,East,W,S39,S,73H,PK470
ILU,LVM,2018/1/20,9:20:00,I,GN996,2018/1/20,6:30:00,I,GN943,East,W,S39,S,73H,PK465
QOI,ILH,2018/1/20,9:25:00,I,NV812,2018/1/20,5:20:00,I,NV871,East,W,S39,S,325,PK455
SFQ,JDO,2018/1/20,9:15:00,I,NV6152,2018/1/20,4:25:00,I,NV625,East,W,S39,S,325,PK450
CLL,LVM,2018/1/21,9:20:00,I,GN996,2018/1/20,22:10:00,I,GN945,East,W,S39,S,73H,PK421
LVM,CLL,2018/1/20,22:30:00,I,GN952,2018/1/20,21:30:00,I,GN997,East,W,S39,S,73H,PK409
DOY,DFC,2018/1/21,0:15:00,I,NV6134,2018/1/20,20:25:00,I,NV317,East,W,S39,S,320,PK391
ILH,NOM,2018/1/21,1:50:00,I,NV322,2018/1/20,20:10:00,I,NV621,East,W,S39,S,325,PK386
LJY,DSL,2018/1/20,23:10:00,I,NV6156,2018/1/20,19:20:00,I,NV337,East,W,S39,S,320,PK371
CLL,ILU,2018/1/20,20:00:00,I,GN968,2018/1/20,18:50:00,I,GN951,East,W,S39,S,73H,PK361
QVT,CLJ,2018/1/20,19:45:00,I,GN978,2018/1/20,18:40:00,I,GN941,East,W,S39,S,73H,PK358
ILH,SFQ,2018/1/20,18:40:00,I,NV624,2018/1/20,17:30:00,I,NV619,East,W,S39,S,325,PK344
JDO,JDO,2018/1/21,9:15:00,I,NV6152,2018/1/20,17:30:00,I,NV6145,East,W,S39,S,325,PK343
LJK,PLK,2018/1/20,17:35:00,I,NV638,2018/1/20,16:40:00,I,NV307,East,W,S39,S,319,PK334
ILH,JDO,2018/1/20,17:30:00,I,NV6162,2018/1/20,15:55:00,I,NV813,East,W,S39,S,325,PK324
CLL,CLL,2018/1/20,18:30:00,I,GN964,2018/1/20,15:40:00,I,GN965,East,W,S39,S,73H,PK318
UTB,LCW,2018/1/20,17:00:00,I,GN980,2018/1/20,15:25:00,I,GN931,East,W,S39,S,73H,PK314
ILH,ILH,2018/1/20,16:15:00,I,NV616,2018/1/20,14:50:00,I,NV613,East,W,S39,S,320,PK303
CLL,ILU,2018/1/20,19:30:00,I,GN942,2018/1/20,14:50:00,I,GN953,East,W,S39,S,73H,PK302
JDO,UQF,2018/1/20,15:45:00,I,NV6116,2018/1/20,14:00:00,I,NV6153,East,W,S39,S,325,PK292
UTB,JDO,2018/1/20,14:45:00,I,GN938,2018/1/20,13:40:00,I,GN913,East,W,S39,S,73H,PK287
ILH,LJY,2018/1/20,18:10:00,I,NV830,2018/1/20,12:00:00,I,NV835,East,W,S39,S,325,PK275
LJY,ILH,2018/1/20,13:15:00,I,NV610,2018/1/20,11:25:00,I,NV841,East,W,S39,S,325,PK274
IOE,JDO,2018/1/20,12:15:00,I,NV6144,2018/1/20,10:20:00,I,NV687,East,W,S39,S,325,PK261
NOM,ILH,2018/1/20,12:15:00,I,NV614,2018/1/20,10:20:00,I,NV323,East,W,S39,S,325,PK260
DFC,DOY,2018/1/19,10:10:00,I,NV316,2018/1/19,8:35:00,I,NV6135,East,W,S39,S,320,PK228
LVM,CLL,2018/1/19,8:35:00,I,GN940,2018/1/19,7:20:00,I,GN973,East,W,S39,S,73H,PK222
ILU,UTB,2018/1/19,9:10:00,I,GN912,2018/1/19,7:15:00,I,GN969,East,W,S39,S,73H,PK221
ILU,LVM,2018/1/19,9:20:00,I,GN996,2018/1/19,6:30:00,I,GN943,East,W,S39,S,73H,PK218
CLJ,CLL,2018/1/19,12:00:00,I,GN944,2018/1/19,5:55:00,I,GN979,East,W,S39,S,73H,PK214
QOI,PLB,2018/1/19,10:20:00,I,NV3196,2018/1/19,5:20:00,I,NV871,East,W,S39,S,325,PK211
SFQ,JDO,2018/1/19,9:15:00,I,NV6152,2018/1/19,4:25:00,I,NV625,East,W,S39,S,325,PK206
LVM,CLL,2018/1/19,22:30:00,I,GN952,2018/1/19,21:30:00,I,GN997,East,W,S39,S,73H,PK166
DOY,DFC,2018/1/20,0:15:00,I,NV6134,2018/1/19,20:25:00,I,NV317,East,W,S39,S,320,PK149
ILH,NOM,2018/1/20,1:50:00,I,NV322,2018/1/19,20:10:00,I,NV621,East,W,S39,S,325,PK144
CLL,ILU,2018/1/19,20:00:00,I,GN968,2018/1/19,18:50:00,I,GN951,East,W,S39,S,73H,PK122
QVT,CLJ,2018/1/19,19:45:00,I,GN978,2018/1/19,18:40:00,I,GN941,East,W,S39,S,73H,PK118
ILH,SFQ,2018/1/19,18:40:00,I,NV624,2018/1/19,17:30:00,I,NV619,East,W,S39,S,325,PK101
JDO,QOI,2018/1/19,20:00:00,I,NV860,2018/1/19,17:30:00,I,NV6145,East,W,S39,S,325,PK100
PLB,JDO,2018/1/19,17:30:00,I,NV6162,2018/1/19,16:30:00,I,NV3197,East,W,S39,S,325,PK087
LNR,IJK,2018/1/19,17:40:00,I,NV304,2018/1/19,15:35:00,I,NV669,East,W,S39,S,319,PK075
ILH,ILH,2018/1/19,16:15:00,I,NV616,2018/1/19,14:50:00,I,NV613,East,W,S39,S,321,PK057
UTB,ILU,2018/1/19,19:30:00,I,GN942,2018/1/19,13:40:00,I,GN913,East,W,S39,S,73H,PK040
ILH,ILH,2018/1/19,13:15:00,I,NV610,2018/1/19,11:55:00,I,NV835,East,W,S39,S,325,PK026
LJY,PLB,2018/1/19,13:10:00,I,NV398,2018/1/19,11:25:00,I,NV841,East,W,S39,S,325,PK025
IOE,ILH,2018/1/19,11:25:00,I,NV618,2018/1/19,10:20:00,I,NV687,East,W,S39,S,325,PK011
LVM,ILH,2018/1/21,9:35:00,I,GN922,2018/1/21,7:20:00,I,GN973,East,W,S40,S,73H,PK726
ILU,ILU,2018/1/21,19:30:00,I,GN942,2018/1/21,7:15:00,I,GN969,East,W,S40,S,73H,PK725
DSL,DOY,2018/1/21,10:10:00,I,NV316,2018/1/21,7:00:00,I,NV6157,East,W,S40,S,320,PK723
CLJ,CLL,2018/1/21,8:35:00,I,GN940,2018/1/21,5:55:00,I,GN979,East,W,S40,S,73H,PK717
QOI,PLB,2018/1/21,10:20:00,I,NV3196,2018/1/21,5:20:00,I,NV871,East,W,S40,S,320,PK713
LCW,CLL,2018/1/21,12:00:00,I,GN944,2018/1/21,5:00:00,I,GN991,East,W,S40,S,73H,PK709
LVM,CLL,2018/1/21,22:30:00,I,GN952,2018/1/21,21:30:00,I,GN997,East,W,S40,S,73H,PK667
CLL,ILU,2018/1/21,20:00:00,I,GN968,2018/1/21,18:50:00,I,GN951,East,W,S40,S,73H,PK621
QVT,CLJ,2018/1/21,19:45:00,I,GN978,2018/1/21,18:40:00,I,GN941,East,W,S40,S,73H,PK617
ILH,ILH,2018/1/21,18:30:00,I,NV834,2018/1/21,17:30:00,I,NV619,East,W,S40,S,325,PK601
JDO,SFQ,2018/1/21,18:40:00,I,NV624,2018/1/21,17:30:00,I,NV6145,East,W,S40,S,325,PK600
ILH,CLL,2018/1/21,18:30:00,I,GN964,2018/1/21,15:55:00,I,GN923,East,W,S40,S,73H,PK579
LNR,PLK,2018/1/21,17:35:00,I,NV638,2018/1/21,15:35:00,I,NV669,East,W,S40,S,319,PK574
LJY,ILH,2018/1/21,16:15:00,I,NV616,2018/1/21,14:55:00,I,NV337,East,W,S40,S,323,PK561
UTB,JDO,2018/1/21,14:45:00,I,GN938,2018/1/21,13:40:00,I,GN913,East,W,S40,S,73H,PK541
ILH,ILH,2018/1/21,13:15:00,I,NV610,2018/1/21,12:00:00,I,NV835,East,W,S40,S,325,PK527
NOM,ILH,2018/1/21,11:25:00,I,NV618,2018/1/21,10:20:00,I,NV323,East,W,S40,S,325,PK511
DFC,PLB,2018/1/20,10:20:00,I,NV3196,2018/1/20,8:35:00,I,NV6135,East,W,S40,S,320,PK475
LVM,CLL,2018/1/20,8:35:00,I,GN940,2018/1/20,7:20:00,I,GN973,East,W,S40,S,73H,PK470
ILU,LVM,2018/1/20,9:20:00,I,GN996,2018/1/20,6:30:00,I,GN943,East,W,S40,S,73H,PK465
QOI,ILH,2018/1/20,9:25:00,I,NV812,2018/1/20,5:20:00,I,NV871,East,W,S40,S,325,PK455
SFQ,JDO,2018/1/20,9:15:00,I,NV6152,2018/1/20,4:25:00,I,NV625,East,W,S40,S,325,PK450
CLL,LVM,2018/1/21,9:20:00,I,GN996,2018/1/20,22:10:00,I,GN945,East,W,S40,S,73H,PK421
LVM,CLL,2018/1/20,22:30:00,I,GN952,2018/1/20,21:30:00,I,GN997,East,W,S40,S,73H,PK409
DOY,DFC,2018/1/21,0:15:00,I,NV6134,2018/1/20,20:25:00,I,NV317,East,W,S40,S,320,PK391
ILH,NOM,2018/1/21,1:50:00,I,NV322,2018/1/20,20:10:00,I,NV621,East,W,S40,S,325,PK386
LJY,DSL,2018/1/20,23:10:00,I,NV6156,2018/1/20,19:20:00,I,NV337,East,W,S40,S,320,PK371
CLL,ILU,2018/1/20,20:00:00,I,GN968,2018/1/20,18:50:00,I,GN951,East,W,S40,S,73H,PK361
QVT,CLJ,2018/1/20,19:45:00,I,GN978,2018/1/20,18:40:00,I,GN941,East,W,S40,S,73H,PK358
ILH,SFQ,2018/1/20,18:40:00,I,NV624,2018/1/20,17:30:00,I,NV619,East,W,S40,S,325,PK344
JDO,JDO,2018/1/21,9:15:00,I,NV6152,2018/1/20,17:30:00,I,NV6145,East,W,S40,S,325,PK343
LJK,PLK,2018/1/20,17:35:00,I,NV638,2018/1/20,16:40:00,I,NV307,East,W,S40,S,319,PK334
ILH,JDO,2018/1/20,17:30:00,I,NV6162,2018/1/20,15:55:00,I,NV813,East,W,S40,S,325,PK324
CLL,CLL,2018/1/20,18:30:00,I,GN964,2018/1/20,15:40:00,I,GN965,East,W,S40,S,73H,PK318
UTB,LCW,2018/1/20,17:00:00,I,GN980,2018/1/20,15:25:00,I,GN931,East,W,S40,S,73H,PK314
ILH,ILH,2018/1/20,16:15:00,I,NV616,2018/1/20,14:50:00,I,NV613,East,W,S40,S,320,PK303
CLL,ILU,2018/1/20,19:30:00,I,GN942,2018/1/20,14:50:00,I,GN953,East,W,S40,S,73H,PK302
JDO,UQF,2018/1/20,15:45:00,I,NV6116,2018/1/20,14:00:00,I,NV6153,East,W,S40,S,325,PK292
UTB,JDO,2018/1/20,14:45:00,I,GN938,2018/1/20,13:40:00,I,GN913,East,W,S40,S,73H,PK287
ILH,LJY,2018/1/20,18:10:00,I,NV830,2018/1/20,12:00:00,I,NV835,East,W,S40,S,325,PK275
LJY,ILH,2018/1/20,13:15:00,I,NV610,2018/1/20,11:25:00,I,NV841,East,W,S40,S,325,PK274
IOE,JDO,2018/1/20,12:15:00,I,NV6144,2018/1/20,10:20:00,I,NV687,East,W,S40,S,325,PK261
NOM,ILH,2018/1/20,12:15:00,I,NV614,2018/1/20,10:20:00,I,NV323,East,W,S40,S,325,PK260
DFC,DOY,2018/1/19,10:10:00,I,NV316,2018/1/19,8:35:00,I,NV6135,East,W,S40,S,320,PK228
